5.000000e-13	13.994289	1.426719	14.112054	32	111	
1.000000e-12	19.947369	5.465731	20.100893	32	111	
1.500000e-12	24.668047	21.355435	24.939286	32	111	
2.000000e-12	29.121875	63.861694	29.412054	32	111	
2.500000e-12	33.359067	99.420788	33.758929	32	111	
3.000000e-12	37.649800	99.778552	38.303125	33	111	
3.500000e-12	40.333763	99.829211	40.515625	32	111	
4.000000e-12	43.700524	99.856909	43.990625	32	111	
4.500000e-12	47.402560	99.883245	47.795536	32	111	
5.000000e-12	49.925002	99.891946	50.817857	33	111	
