5.000000e-13	44.197112	6.598660	11.859821	9	18	
1.000000e-12	61.990995	13.839574	16.596429	9	18	
1.500000e-12	75.333999	25.506855	19.861607	8	18	
2.000000e-12	86.576301	45.839161	22.982143	8	18	
2.500000e-12	93.317996	70.082240	24.807589	9	18	
3.000000e-12	96.711104	75.580604	25.585268	8	18	
3.500000e-12	98.392261	78.700755	25.791071	8	18	
4.000000e-12	99.158998	79.984703	26.265625	8	18	
4.500000e-12	99.553188	80.304519	26.358929	8	18	
5.000000e-12	99.739649	81.265149	26.337946	8	18	
5.000000e-13	26.394458	5.699345	13.488393	16	25	
1.000000e-12	37.663324	11.433940	19.483036	17	25	
1.500000e-12	46.482136	25.783586	24.184821	17	25	
2.000000e-12	54.768369	60.921319	28.278571	17	25	
2.500000e-12	62.716427	95.168079	32.244643	16	25	
3.000000e-12	70.098128	96.211822	36.132143	16	25	
3.500000e-12	77.071806	96.623244	39.238839	16	25	
4.000000e-12	83.262466	96.721744	42.310714	16	25	
4.500000e-12	88.796343	96.844443	44.833036	16	25	
5.000000e-12	92.283842	96.832497	46.904911	16	25	
5.000000e-13	19.200498	4.533854	14.169196	24	30	
1.000000e-12	26.697909	10.382736	19.735714	24	30	
1.500000e-12	33.352239	25.272717	24.677232	24	30	
2.000000e-12	39.021692	61.717306	28.975000	24	30	
2.500000e-12	44.226522	96.843065	32.807589	24	30	
3.000000e-12	49.652509	97.538138	36.902232	24	30	
3.500000e-12	54.485999	98.018288	40.279018	24	30	
4.000000e-12	59.490652	98.208062	44.320536	24	30	
4.500000e-12	64.018246	98.360980	47.366071	24	30	
5.000000e-12	68.066491	98.414530	50.289286	24	30
5.000000e-13	14.041480	3.768125	14.039286	32	35	
1.000000e-12	19.672475	8.885156	19.665625	32	35	
1.500000e-12	24.382955	25.331970	24.441518	32	35	
2.000000e-12	28.735642	62.779087	28.792857	32	35	
2.500000e-12	33.115756	97.554224	33.384821	32	35	
3.000000e-12	37.187193	98.217758	37.648214	32	35	
3.500000e-12	40.410160	98.539041	40.702232	32	35	
4.000000e-12	44.016647	98.665834	44.336161	32	35	
4.500000e-12	46.897606	98.858904	47.377679	32	35	
5.000000e-12	49.909497	98.966838	50.469196	32	35		
